Region	Sub-table	Start Frequency	End Frequency	Service	Footnotes
US	Non-Federal-Government	95000000000	100000000000	-	5.554  US342
US	Non-Federal-Government	95000000000	100000000000	FIXED	
US	Non-Federal-Government	95000000000	100000000000	MOBILE	
US	Non-Federal-Government	95000000000	100000000000	RADIO ASTRONOMY	
US	Non-Federal-Government	95000000000	100000000000	RADIOLOCATION	
US	Non-Federal-Government	95000000000	100000000000	RADIONAVIGATION	
US	Non-Federal-Government	95000000000	100000000000	RADIONAVIGATION-SATELLITE	
US	Non-Federal-Government	100000000000	102000000000	-	5.341  US246
US	Non-Federal-Government	100000000000	102000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Non-Federal-Government	100000000000	102000000000	RADIO ASTRONOMY	US74
US	Non-Federal-Government	100000000000	102000000000	SPACE RESEARCH (passive)	
US	Non-Federal-Government	102000000000	105000000000	-	5.341  US342
US	Non-Federal-Government	102000000000	105000000000	FIXED	
US	Non-Federal-Government	102000000000	105000000000	MOBILE	
US	Non-Federal-Government	102000000000	105000000000	RADIO ASTRONOMY	
US	Non-Federal-Government	105000000000	109500000000	-	5.341  US342
US	Non-Federal-Government	105000000000	109500000000	FIXED	
US	Non-Federal-Government	105000000000	109500000000	MOBILE	
US	Non-Federal-Government	105000000000	109500000000	RADIO ASTRONOMY	
US	Non-Federal-Government	105000000000	109500000000	SPACE RESEARCH (passive) 	5.562B
US	Non-Federal-Government	109500000000	111800000000	-	5.341  US246
US	Non-Federal-Government	109500000000	111800000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Non-Federal-Government	109500000000	111800000000	RADIO ASTRONOMY	US74
US	Non-Federal-Government	109500000000	111800000000	SPACE RESEARCH (passive)	
US	Non-Federal-Government	111800000000	114250000000	-	5.341  US342
US	Non-Federal-Government	111800000000	114250000000	FIXED	
US	Non-Federal-Government	111800000000	114250000000	MOBILE	
US	Non-Federal-Government	111800000000	114250000000	RADIO ASTRONOMY	
US	Non-Federal-Government	111800000000	114250000000	SPACE RESEARCH (passive) 	5.562B
US	Non-Federal-Government	114250000000	116000000000	-	5.341  US246
US	Non-Federal-Government	114250000000	116000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Non-Federal-Government	114250000000	116000000000	RADIO ASTRONOMY	US74
US	Non-Federal-Government	114250000000	116000000000	SPACE RESEARCH (passive)	
US	Non-Federal-Government	116000000000	122250000000	-	5.138  5.341  US211
US	Non-Federal-Government	116000000000	122250000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Non-Federal-Government	116000000000	122250000000	INTER-SATELLITE	5.562C
US	Non-Federal-Government	116000000000	122250000000	SPACE RESEARCH (passive)	
US	Non-Federal-Government	122250000000	123000000000	-	5.138
US	Non-Federal-Government	122250000000	123000000000	Amateur	
US	Non-Federal-Government	122250000000	123000000000	FIXED	
US	Non-Federal-Government	122250000000	123000000000	INTER-SATELLITE	
US	Non-Federal-Government	122250000000	123000000000	MOBILE	5.558
US	Non-Federal-Government	123000000000	130000000000	-	5.554  US211  US342
US	Non-Federal-Government	123000000000	130000000000	FIXED-SATELLITE (space-to-Earth)	
US	Non-Federal-Government	123000000000	130000000000	MOBILE-SATELLITE (space-to-Earth)	
US	Non-Federal-Government	123000000000	130000000000	Radio astronomy	
US	Non-Federal-Government	123000000000	130000000000	RADIONAVIGATION	
US	Non-Federal-Government	123000000000	130000000000	RADIONAVIGATION-SATELLITE	
US	Non-Federal-Government	130000000000	134000000000	-	5.562A  US342
US	Non-Federal-Government	130000000000	134000000000	EARTH EXPLORATION-SATELLITE (active) 	5.562E
US	Non-Federal-Government	130000000000	134000000000	FIXED	
US	Non-Federal-Government	130000000000	134000000000	INTER-SATELLITE	
US	Non-Federal-Government	130000000000	134000000000	MOBILE	5.558
US	Non-Federal-Government	130000000000	134000000000	RADIO ASTRONOMY	
US	Non-Federal-Government	134000000000	136000000000	AMATEUR	
US	Non-Federal-Government	134000000000	136000000000	AMATEUR-SATELLITE	
US	Non-Federal-Government	134000000000	136000000000	Radio astronomy	
US	Non-Federal-Government	136000000000	141000000000	-	US342
US	Non-Federal-Government	136000000000	141000000000	Amateur	
US	Non-Federal-Government	136000000000	141000000000	Amateur-satellite	
US	Non-Federal-Government	136000000000	141000000000	RADIO ASTRONOMY	
US	Non-Federal-Government	136000000000	141000000000	RADIOLOCATION	
US	Non-Federal-Government	141000000000	148500000000	-	US342
US	Non-Federal-Government	141000000000	148500000000	FIXED	
US	Non-Federal-Government	141000000000	148500000000	MOBILE	
US	Non-Federal-Government	141000000000	148500000000	RADIO ASTRONOMY	
US	Non-Federal-Government	141000000000	148500000000	RADIOLOCATION	
US	Non-Federal-Government	148500000000	151500000000	-	US246
US	Non-Federal-Government	148500000000	151500000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Non-Federal-Government	148500000000	151500000000	RADIO ASTRONOMY	US74
US	Non-Federal-Government	148500000000	151500000000	SPACE RESEARCH (passive)	
US	Non-Federal-Government	151500000000	155500000000	-	US342
US	Non-Federal-Government	151500000000	155500000000	FIXED	
US	Non-Federal-Government	151500000000	155500000000	MOBILE	
US	Non-Federal-Government	151500000000	155500000000	RADIO ASTRONOMY	
US	Non-Federal-Government	151500000000	155500000000	RADIOLOCATION	
US	Non-Federal-Government	155500000000	158500000000	-	5.562F  5.562G  US342
US	Non-Federal-Government	155500000000	158500000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Non-Federal-Government	155500000000	158500000000	FIXED	
US	Non-Federal-Government	155500000000	158500000000	MOBILE	
US	Non-Federal-Government	155500000000	158500000000	RADIO ASTRONOMY	
US	Non-Federal-Government	155500000000	158500000000	SPACE RESEARCH (passive) 	5.562B
US	Non-Federal-Government	158500000000	164000000000	-	US211
US	Non-Federal-Government	158500000000	164000000000	FIXED	
US	Non-Federal-Government	158500000000	164000000000	FIXED-SATELLITE (space-to-Earth)	
US	Non-Federal-Government	158500000000	164000000000	MOBILE	
US	Non-Federal-Government	158500000000	164000000000	MOBILE-SATELLITE (space-to-Earth)	
US	Non-Federal-Government	164000000000	167000000000	-	US246
US	Non-Federal-Government	164000000000	167000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Non-Federal-Government	164000000000	167000000000	RADIO ASTRONOMY	US74
US	Non-Federal-Government	164000000000	167000000000	SPACE RESEARCH (passive)	
US	Non-Federal-Government	167000000000	174500000000	-	US211  US342
US	Non-Federal-Government	167000000000	174500000000	FIXED	
US	Non-Federal-Government	167000000000	174500000000	FIXED-SATELLITE (space-to-Earth)	
US	Non-Federal-Government	167000000000	174500000000	INTER-SATELLITE	
US	Non-Federal-Government	167000000000	174500000000	MOBILE	5.558
US	Non-Federal-Government	174500000000	174800000000	FIXED	
US	Non-Federal-Government	174500000000	174800000000	INTER-SATELLITE	
US	Non-Federal-Government	174500000000	174800000000	MOBILE	5.558
US	Non-Federal-Government	174800000000	182000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Non-Federal-Government	174800000000	182000000000	INTER-SATELLITE	5.562H
US	Non-Federal-Government	174800000000	182000000000	SPACE RESEARCH (passive)	
US	Non-Federal-Government	182000000000	185000000000	-	US246
US	Non-Federal-Government	182000000000	185000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Non-Federal-Government	182000000000	185000000000	RADIO ASTRONOMY	
US	Non-Federal-Government	182000000000	185000000000	SPACE RESEARCH (passive)	
US	Non-Federal-Government	185000000000	190000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Non-Federal-Government	185000000000	190000000000	INTER-SATELLITE	5.562H
US	Non-Federal-Government	185000000000	190000000000	SPACE RESEARCH (passive)	
US	Non-Federal-Government	190000000000	191800000000	-	US246
US	Non-Federal-Government	190000000000	191800000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Non-Federal-Government	190000000000	191800000000	SPACE RESEARCH (passive)	
US	Non-Federal-Government	191800000000	200000000000	-	5.341  5.554  US211  US342
US	Non-Federal-Government	191800000000	200000000000	FIXED	
US	Non-Federal-Government	191800000000	200000000000	INTER-SATELLITE	
US	Non-Federal-Government	191800000000	200000000000	MOBILE	5.558
US	Non-Federal-Government	191800000000	200000000000	MOBILE-SATELLITE	
US	Non-Federal-Government	191800000000	200000000000	RADIONAVIGATION	
US	Non-Federal-Government	191800000000	200000000000	RADIONAVIGATION-SATELLITE	
US	Non-Federal-Government	200000000000	209000000000	-	5.341  5.563A  US246
US	Non-Federal-Government	200000000000	209000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Non-Federal-Government	200000000000	209000000000	RADIO ASTRONOMY	US74
US	Non-Federal-Government	200000000000	209000000000	SPACE RESEARCH (passive)	
US	Non-Federal-Government	209000000000	217000000000	-	5.341  5.342
US	Non-Federal-Government	209000000000	217000000000	FIXED	
US	Non-Federal-Government	209000000000	217000000000	FIXED-SATELLITE (Earth-to-space)	
US	Non-Federal-Government	209000000000	217000000000	MOBILE	
US	Non-Federal-Government	209000000000	217000000000	RADIO ASTRONOMY	
US	Non-Federal-Government	217000000000	226000000000	-	5.341  US342
US	Non-Federal-Government	217000000000	226000000000	FIXED	
US	Non-Federal-Government	217000000000	226000000000	FIXED-SATELLITE (Earth-to-space)	
US	Non-Federal-Government	217000000000	226000000000	MOBILE	
US	Non-Federal-Government	217000000000	226000000000	RADIO ASTRONOMY	
US	Non-Federal-Government	217000000000	226000000000	SPACE RESEARCH (passive) 	5.562B
US	Non-Federal-Government	226000000000	231500000000	-	US246
US	Non-Federal-Government	226000000000	231500000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Non-Federal-Government	226000000000	231500000000	RADIO ASTRONOMY	
US	Non-Federal-Government	226000000000	231500000000	SPACE RESEARCH (passive)	
US	Non-Federal-Government	231500000000	232000000000	FIXED	
US	Non-Federal-Government	231500000000	232000000000	MOBILE	
US	Non-Federal-Government	231500000000	232000000000	Radiolocation	
US	Non-Federal-Government	232000000000	235000000000	FIXED	
US	Non-Federal-Government	232000000000	235000000000	FIXED-SATELLITE (space-to-Earth)	
US	Non-Federal-Government	232000000000	235000000000	MOBILE	
US	Non-Federal-Government	232000000000	235000000000	Radiolocation	
US	Non-Federal-Government	235000000000	238000000000	-	5.563A  5.563B
US	Non-Federal-Government	235000000000	238000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Non-Federal-Government	235000000000	238000000000	FIXED-SATELLITE (space-to-Earth)	
US	Non-Federal-Government	235000000000	238000000000	SPACE RESEARCH (passive)	
US	Non-Federal-Government	238000000000	240000000000	FIXED	
US	Non-Federal-Government	238000000000	240000000000	FIXED-SATELLITE (space-to-Earth)	
US	Non-Federal-Government	238000000000	240000000000	MOBILE	
US	Non-Federal-Government	238000000000	240000000000	RADIOLOCATION	
US	Non-Federal-Government	238000000000	240000000000	RADIONAVIGATION	
US	Non-Federal-Government	238000000000	240000000000	RADIONAVIGATION-SATELLITE	
US	Non-Federal-Government	240000000000	241000000000	FIXED	
US	Non-Federal-Government	240000000000	241000000000	MOBILE	
US	Non-Federal-Government	240000000000	241000000000	RADIOLOCATION	
US	Non-Federal-Government	241000000000	248000000000	-	5.138  US342
US	Non-Federal-Government	241000000000	248000000000	Amateur	
US	Non-Federal-Government	241000000000	248000000000	Amateur-satellite	
US	Non-Federal-Government	241000000000	248000000000	RADIO ASTRONOMY	
US	Non-Federal-Government	241000000000	248000000000	RADIOLOCATION	
US	Non-Federal-Government	248000000000	250000000000	-	US342
US	Non-Federal-Government	248000000000	250000000000	AMATEUR	
US	Non-Federal-Government	248000000000	250000000000	AMATEUR-SATELLITE	
US	Non-Federal-Government	248000000000	250000000000	Radio astronomy	
US	Non-Federal-Government	250000000000	252000000000	-	5.563A  US246
US	Non-Federal-Government	250000000000	252000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Non-Federal-Government	250000000000	252000000000	RADIO ASTRONOMY	US74
US	Non-Federal-Government	250000000000	252000000000	SPACE RESEARCH (passive)	
US	Non-Federal-Government	252000000000	265000000000	-	5.554  US211  US342
US	Non-Federal-Government	252000000000	265000000000	FIXED	
US	Non-Federal-Government	252000000000	265000000000	MOBILE	
US	Non-Federal-Government	252000000000	265000000000	MOBILE-SATELLITE (Earth-to-space)	
US	Non-Federal-Government	252000000000	265000000000	RADIO ASTRONOMY	
US	Non-Federal-Government	252000000000	265000000000	RADIONAVIGATION	
US	Non-Federal-Government	252000000000	265000000000	RADIONAVIGATION-SATELLITE	
US	Non-Federal-Government	265000000000	275000000000	-	5.563A  US342
US	Non-Federal-Government	265000000000	275000000000	FIXED	
US	Non-Federal-Government	265000000000	275000000000	FIXED-SATELLITE (Earth-to-space)	
US	Non-Federal-Government	265000000000	275000000000	MOBILE	
US	Non-Federal-Government	265000000000	275000000000	RADIO ASTRONOMY	
US	Non-Federal-Government	275000000000	1000000000000	-	5.565
