Region	Activity	lower_frequency	upper_frequency	Category	Service	Footnotes
US	Non-Federal-Government	5460000000	5470000000	s	Space Research (active)	
US	Non-Federal-Government	5470000000	5570000000		-	US50
US	Non-Federal-Government	5470000000	5570000000	s	Earth Exploration-Satellite (active)	
US	Non-Federal-Government	5470000000	5570000000	p	Maritime Radionavigation	US65
US	Non-Federal-Government	5470000000	5570000000	p	Radiolocation	
US	Non-Federal-Government	5470000000	5570000000	s	Space Research (active)	
US	Non-Federal-Government	5570000000	5600000000		-	US50
US	Non-Federal-Government	5570000000	5600000000	p	Maritime Radionavigation	US65
US	Non-Federal-Government	5570000000	5600000000	p	Radiolocation	
US	Non-Federal-Government	5600000000	5650000000		-	5.452,US50
US	Non-Federal-Government	5600000000	5650000000	p	Maritime Radionavigation	US65
US	Non-Federal-Government	5600000000	5650000000	p	Meteorological Aids	
US	Non-Federal-Government	5600000000	5650000000	p	Radiolocation	
US	Non-Federal-Government	5650000000	5830000000		-	5.150,5.282
US	Non-Federal-Government	5650000000	5830000000	s	Amateur	
US	Non-Federal-Government	5830000000	5850000000		-	5.15
US	Non-Federal-Government	5830000000	5850000000	s	Amateur	
US	Non-Federal-Government	5830000000	5850000000	s	Amateur-Satellite (space-to-Earth)	
US	Non-Federal-Government	5850000000	5925000000		-	5.15
US	Non-Federal-Government	5850000000	5925000000	s	Amateur	
US	Non-Federal-Government	5850000000	5925000000	p	Fixed-Satellite (Earth-to-space) 	US245
US	Non-Federal-Government	5850000000	5925000000	p	Mobile	NG160
US	Non-Federal-Government	5925000000	6425000000	p	Fixed	
US	Non-Federal-Government	5925000000	6425000000	p	Fixed-Satellite (Earth-to-space) 	NG181
US	Non-Federal-Government	6425000000	6525000000		-	5.440,5.458
US	Non-Federal-Government	6425000000	6525000000	p	Fixed-Satellite (Earth-to-space)	
US	Non-Federal-Government	6425000000	6525000000	p	Mobile	
US	Non-Federal-Government	6525000000	6700000000		-	5.458,US342
US	Non-Federal-Government	6525000000	6700000000	p	Fixed	
US	Non-Federal-Government	6525000000	6700000000	p	Fixed-Satellite (Earth-to-space)	
US	Non-Federal-Government	6700000000	6875000000		-	5.458,5.458A,5.458B
US	Non-Federal-Government	6700000000	6875000000	p	Fixed	
US	Non-Federal-Government	6700000000	6875000000	p	Fixed-Satellite (Earth-to-space) 	5.441
US	Non-Federal-Government	6875000000	7025000000		-	5.458,5.458A,5.458B
US	Non-Federal-Government	6875000000	7025000000	p	Fixed	NG118
US	Non-Federal-Government	6875000000	7025000000	p	Fixed-Satellite (Earth-to-space) 	5.441
US	Non-Federal-Government	6875000000	7025000000	p	Mobile	NG171
US	Non-Federal-Government	7025000000	7075000000		-	5.458,5.458A,5.458B
US	Non-Federal-Government	7025000000	7075000000	p	Fixed	NG118
US	Non-Federal-Government	7025000000	7075000000	p	Fixed-Satellite (Earth-to-space) 	NG172
US	Non-Federal-Government	7025000000	7075000000	p	Mobile	NG171
US	Non-Federal-Government	7075000000	7125000000		-	5.458
US	Non-Federal-Government	7075000000	7125000000	p	Fixed	NG118
US	Non-Federal-Government	7075000000	7125000000	p	Mobile	NG171
US	Non-Federal-Government	7125000000	7190000000		-	5.458,US262
US	Non-Federal-Government	7190000000	7235000000		-	5.458
US	Non-Federal-Government	7235000000	7250000000		-	5.458
US	Non-Federal-Government	7250000000	8025000000		-	
US	Non-Federal-Government	8025000000	8400000000		-	US258
US	Non-Federal-Government	8400000000	8450000000	s	Space Research (deep space)	
US	Non-Federal-Government	8450000000	8500000000	p	Space Research (space-to-Earth)	
US	Non-Federal-Government	8500000000	8550000000	s	Radiolocation	
US	Non-Federal-Government	8550000000	8650000000	s	Earth Exploration-Satellite (active)	
US	Non-Federal-Government	8550000000	8650000000	s	Radiolocation	
US	Non-Federal-Government	8550000000	8650000000	s	Space Research (active)	
US	Non-Federal-Government	8650000000	9000000000		-	US53
US	Non-Federal-Government	8650000000	9000000000	s	Radiolocation	
US	Non-Federal-Government	9000000000	9200000000	p	Aeronautical Radionavigation	5.337
US	Non-Federal-Government	9000000000	9200000000	s	Radiolocation	
US	Non-Federal-Government	9200000000	9300000000		-	5.474
US	Non-Federal-Government	9200000000	9300000000	p	Maritime Radionavigation	5.472
US	Non-Federal-Government	9200000000	9300000000	s	Radiolocation	US110
US	Non-Federal-Government	9300000000	9500000000		-	5.427,5.474,US67,US71
US	Non-Federal-Government	9300000000	9500000000	s	Meteorological Aids	
US	Non-Federal-Government	9300000000	9500000000	s	Radiolocation	US51
US	Non-Federal-Government	9300000000	9500000000	p	Radionavigation	US66
US	Non-Federal-Government	9500000000	9800000000	s	Earth Exploration-Satellite (active)	
US	Non-Federal-Government	9500000000	9800000000	s	Radiolocation	
US	Non-Federal-Government	9500000000	9800000000	s	Space Research (active)	
US	Non-Federal-Government	9800000000	10000000000		-	5.479
US	Non-Federal-Government	9800000000	10000000000	s	Radiolocation	
US	Non-Federal-Government	10000000000	10450000000		-	5.479,US58,NG42
US	Non-Federal-Government	10000000000	10450000000	s	Amateur	
US	Non-Federal-Government	10000000000	10450000000	s	Radiolocation	US108
US	Non-Federal-Government	10450000000	10500000000		-	US58,US108,NG42,NG134
US	Non-Federal-Government	10450000000	10500000000	s	Amateur	
US	Non-Federal-Government	10450000000	10500000000	s	Amateur-Satellite	
US	Non-Federal-Government	10450000000	10500000000	s	Radiolocation	
US	Non-Federal-Government	10500000000	10550000000	p	Radiolocation	US59
US	Non-Federal-Government	10550000000	10600000000	p	Fixed	
US	Non-Federal-Government	10600000000	10680000000		-	US277
US	Non-Federal-Government	10600000000	10680000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	10600000000	10680000000	p	Fixed	US265
US	Non-Federal-Government	10600000000	10680000000	p	Space Research (passive)	
US	Non-Federal-Government	10680000000	10700000000		-	US246,US355
US	Non-Federal-Government	10680000000	10700000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	10680000000	10700000000	p	Radio Astronomy	US74
US	Non-Federal-Government	10680000000	10700000000	p	Space Research (passive)	
US	Non-Federal-Government	10700000000	11700000000	p	Fixed	
US	Non-Federal-Government	10700000000	11700000000	p	Fixed-Satellite (space-to-Earth) 	5.441,US211,US355,NG104,NG182,NG186
US	Non-Federal-Government	11700000000	12200000000		-	NG184
US	Non-Federal-Government	11700000000	12200000000	p	Fixed-Satellite (space-to-Earth) 	5.485,5.488,NG143,NG183,NG187
US	Non-Federal-Government	12200000000	12700000000		-	5.487A,5.488,5.490
US	Non-Federal-Government	12200000000	12700000000	p	Broadcasting-Satellite	
US	Non-Federal-Government	12200000000	12700000000	p	Fixed	
US	Non-Federal-Government	12700000000	12750000000	p	Fixed  NG118	
US	Non-Federal-Government	12700000000	12750000000	p	Fixed-Satellite (Earth-to-space)	
US	Non-Federal-Government	12700000000	12750000000	p	Mobile	
US	Non-Federal-Government	12750000000	13250000000		-	US251,NG53
US	Non-Federal-Government	12750000000	13250000000	p	Fixed	NG118
US	Non-Federal-Government	12750000000	13250000000	p	Fixed-Satellite (Earth-to-space) 	5.441,NG104
US	Non-Federal-Government	12750000000	13250000000	p	Mobile	
US	Non-Federal-Government	13250000000	13400000000	p	Aeronautical Radionavigation	5.497
US	Non-Federal-Government	13250000000	13400000000	s	Earth Exploration-Satellite (active)	
US	Non-Federal-Government	13250000000	13400000000	s	Space Research (active)	
US	Non-Federal-Government	13400000000	13750000000	s	Earth Exploration-Satellite (active)	
US	Non-Federal-Government	13400000000	13750000000	s	Radiolocation	
US	Non-Federal-Government	13400000000	13750000000	s	Space Research	
US	Non-Federal-Government	13400000000	13750000000	s	Standard Frequency And Time Signal-Satellite (Earth-to-space)	
US	Non-Federal-Government	13750000000	14000000000		-	US356,US357
US	Non-Federal-Government	13750000000	14000000000	p	Fixed-Satellite (Earth-to-space) 	US337
US	Non-Federal-Government	13750000000	14000000000	s	Radiolocation	
US	Non-Federal-Government	13750000000	14000000000	s	Space Research	
US	Non-Federal-Government	13750000000	14000000000	s	Standard Frequency And Time Signal-Satellite (Earth-to-space)	
US	Non-Federal-Government	14000000000	14200000000	p	Fixed-Satellite (Earth-to-space) 	NG183,NG187
US	Non-Federal-Government	14000000000	14200000000	s	Mobile-Satellite (Earth-to-space)	
US	Non-Federal-Government	14000000000	14200000000	s	Space Research	
US	Non-Federal-Government	14200000000	14470000000		-	NG184
US	Non-Federal-Government	14200000000	14470000000	p	Fixed-Satellite (Earth-to-space) 	NG183
US	Non-Federal-Government	14200000000	14470000000	s	Mobile-Satellite (Earth-to-space)	
US	Non-Federal-Government	14470000000	14500000000		-	US203,US342
US	Non-Federal-Government	14470000000	14500000000	p	Fixed-Satellite (Earth-to-space) 	NG183,NG187
US	Non-Federal-Government	14470000000	14500000000	s	Mobile-Satellite (Earth-to-space)	
US	Non-Federal-Government	14500000000	14800000000		-	
US	Non-Federal-Government	14800000000	15136500000		-	US310
US	Non-Federal-Government	15136500000	15350000000		-	5.339,US211
US	Non-Federal-Government	15350000000	15400000000		-	US246
US	Non-Federal-Government	15350000000	15400000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	15350000000	15400000000	p	Radio Astronomy	US74
US	Non-Federal-Government	15350000000	15400000000	p	Space Research (passive)	
US	Non-Federal-Government	15400000000	15430000000		-	US211
US	Non-Federal-Government	15400000000	15430000000	p	Aeronautical Radionavigation	US260
US	Non-Federal-Government	15430000000	15630000000		-	5.511C,US211,US359
US	Non-Federal-Government	15430000000	15630000000	p	Aeronautical Radionavigation	US260
US	Non-Federal-Government	15430000000	15630000000	p	Fixed-Satellite (Earth-to-space)	
US	Non-Federal-Government	15630000000	15700000000		-	US211
US	Non-Federal-Government	15630000000	15700000000	p	Aeronautical Radionavigation	US260
US	Non-Federal-Government	15700000000	17200000000	s	Radiolocation	
US	Non-Federal-Government	17200000000	17300000000	s	Earth Exploration-Satellite (active)	
US	Non-Federal-Government	17200000000	17300000000	s	Radiolocation	
US	Non-Federal-Government	17200000000	17300000000	s	Space Research (active)	
US	Non-Federal-Government	17300000000	17700000000		-	US259
US	Non-Federal-Government	17300000000	17700000000	p	Broadcasting-Satellite	US402,NG163
US	Non-Federal-Government	17300000000	17700000000	p	Fixed-Satellite (Earth-to-space) 	US271
US	Non-Federal-Government	17700000000	17800000000		-	US401,NG144
US	Non-Federal-Government	17700000000	17800000000	p	Fixed	
US	Non-Federal-Government	17700000000	17800000000	p	Fixed-Satellite (Earth-to-space) 	US271
US	Non-Federal-Government	17800000000	18300000000		-	US334,US519,NG144
US	Non-Federal-Government	17800000000	18300000000	p	Fixed	
US	Non-Federal-Government	18300000000	18600000000		-	US334,NG144
US	Non-Federal-Government	18300000000	18600000000	p	Fixed-Satellite (space-to-Earth) 	NG164
US	Non-Federal-Government	18600000000	18800000000		-	US254,US334,NG144
US	Non-Federal-Government	18600000000	18800000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	18600000000	18800000000	p	Fixed-Satellite (space-to-Earth) 	US255,NG164
US	Non-Federal-Government	18600000000	18800000000	p	Space Research (passive)	
US	Non-Federal-Government	18800000000	19300000000		-	US334,NG144
US	Non-Federal-Government	18800000000	19300000000	p	Fixed-Satellite (space-to-Earth) 	NG165
US	Non-Federal-Government	19300000000	19700000000		-	US334,NG144
US	Non-Federal-Government	19300000000	19700000000	p	Fixed	
US	Non-Federal-Government	19300000000	19700000000	p	Fixed-Satellite (space-to-Earth) 	NG166
US	Non-Federal-Government	19700000000	20100000000		-	5.525,5.526,5.527,5.528,5.529,US334
US	Non-Federal-Government	19700000000	20100000000	p	Fixed-Satellite (space-to-Earth)	
US	Non-Federal-Government	19700000000	20100000000	p	Mobile-Satellite (space-to-Earth)	
US	Non-Federal-Government	20100000000	20200000000		-	5.525,5.526,5.527,5.528,US334
US	Non-Federal-Government	20100000000	20200000000	p	Fixed-Satellite (space-to-Earth)	
US	Non-Federal-Government	20100000000	20200000000	p	Mobile-Satellite (space-to-Earth)	
US	Non-Federal-Government	20200000000	21200000000	s	Standard Frequency And Time Signal-Satellite (space-to-Earth)	
US	Non-Federal-Government	21200000000	21400000000		-	US263
US	Non-Federal-Government	21200000000	21400000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	21200000000	21400000000	p	Fixed	
US	Non-Federal-Government	21200000000	21400000000	p	Mobile	
US	Non-Federal-Government	21200000000	21400000000	p	Space Research (passive)	
US	Non-Federal-Government	21400000000	22000000000	p	Fixed	
US	Non-Federal-Government	21400000000	22000000000	p	Mobile	
US	Non-Federal-Government	22000000000	22210000000		-	US342
US	Non-Federal-Government	22000000000	22210000000	p	Fixed	
US	Non-Federal-Government	22000000000	22210000000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	22210000000	22500000000		-	US263,US342
US	Non-Federal-Government	22210000000	22500000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	22210000000	22500000000	p	Fixed	
US	Non-Federal-Government	22210000000	22500000000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	22210000000	22500000000	p	Radio Astronomy	
US	Non-Federal-Government	22210000000	22500000000	p	Space Research (passive)	
US	Non-Federal-Government	22500000000	22550000000		-	US211
US	Non-Federal-Government	22500000000	22550000000	p	Fixed	
US	Non-Federal-Government	22500000000	22550000000	p	Mobile	
US	Non-Federal-Government	22550000000	23550000000		-	US342
US	Non-Federal-Government	22550000000	23550000000	p	Fixed	
US	Non-Federal-Government	22550000000	23550000000	p	Inter-Satellite	US278
US	Non-Federal-Government	22550000000	23550000000	p	Mobile	
US	Non-Federal-Government	23550000000	23600000000	p	Fixed	
US	Non-Federal-Government	23550000000	23600000000	p	Mobile	
US	Non-Federal-Government	23600000000	24000000000		-	US246
US	Non-Federal-Government	23600000000	24000000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	23600000000	24000000000	p	Radio Astronomy	US74
US	Non-Federal-Government	23600000000	24000000000	p	Space Research (passive)	
US	Non-Federal-Government	24000000000	24050000000		-	5.150,US211
US	Non-Federal-Government	24000000000	24050000000	p	Amateur	
US	Non-Federal-Government	24000000000	24050000000	p	Amateur-Satellite	
US	Non-Federal-Government	24050000000	24250000000		-	5.15
US	Non-Federal-Government	24050000000	24250000000	s	Amateur	
US	Non-Federal-Government	24050000000	24250000000	s	Earth Exploration-Satellite (active)	
US	Non-Federal-Government	24050000000	24250000000	s	Radiolocation	
US	Non-Federal-Government	24250000000	24450000000	p	Fixed	
US	Non-Federal-Government	24450000000	24650000000		-	5.533
US	Non-Federal-Government	24450000000	24650000000	p	Inter-Satellite	
US	Non-Federal-Government	24450000000	24650000000	p	Radionavigation	
US	Non-Federal-Government	24650000000	24750000000	p	Inter-Satellite	
US	Non-Federal-Government	24650000000	24750000000	p	Radiolocation-Satellite (Earth-to-space)	
US	Non-Federal-Government	24750000000	25050000000	p	Fixed-Satellite (Earth-to-space) 	NG167
US	Non-Federal-Government	24750000000	25050000000	p	Radionavigation	
US	Non-Federal-Government	25050000000	25250000000	p	Fixed	
US	Non-Federal-Government	25050000000	25250000000	p	Fixed-Satellite (Earth-to-space) 	NG167
US	Non-Federal-Government	25250000000	25500000000	s	Inter-Satellite	5.536
US	Non-Federal-Government	25250000000	25500000000	s	Standard Frequency And Time Signal-Satellite (Earth-to-space)	
US	Non-Federal-Government	25500000000	27000000000		-	5.536A,US258
US	Non-Federal-Government	25500000000	27000000000	s	Inter-Satellite	5.536
US	Non-Federal-Government	25500000000	27000000000	s	Standard Frequency And Time Signal-Satellite (Earth-to-space)	
US	Non-Federal-Government	27000000000	27500000000	s	Inter-Satellite	5.536
US	Non-Federal-Government	27500000000	29500000000	p	Fixed	
US	Non-Federal-Government	27500000000	29500000000	p	Fixed-Satellite (Earth-to-space)	
US	Non-Federal-Government	27500000000	29500000000	p	Mobile	
US	Non-Federal-Government	29500000000	29900000000		-	5.525,5.526,5.527,5.529
US	Non-Federal-Government	29500000000	29900000000	p	Fixed-Satellite (Earth-to-space)	
US	Non-Federal-Government	29500000000	29900000000	p	Mobile-Satellite (Earth-to-space)	
US	Non-Federal-Government	29900000000	30000000000		-	5.525,5.526,5.527,5.543
US	Non-Federal-Government	29900000000	30000000000	p	Fixed-Satellite (Earth-to-space)	
US	Non-Federal-Government	29900000000	30000000000	p	Mobile-Satellite (Earth-to-space)	
US	Non-Federal-Government	30000000000	31000000000	s	Standard Frequency And Time Signal-Satellite (space-to-Earth)	
US	Non-Federal-Government	31000000000	31300000000		-	US211,US342
US	Non-Federal-Government	31000000000	31300000000	p	Fixed	
US	Non-Federal-Government	31000000000	31300000000	p	Mobile	
US	Non-Federal-Government	31000000000	31300000000	s	Standard Frequency And Time Signal-Satellite (space-to-Earth)	
US	Non-Federal-Government	31300000000	31800000000		-	US246
US	Non-Federal-Government	31300000000	31800000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	31300000000	31800000000	p	Radio Astronomy	US74
US	Non-Federal-Government	31300000000	31800000000	p	Space Research (passive)	
US	Non-Federal-Government	31800000000	32300000000		-	5.548,US211
US	Non-Federal-Government	31800000000	32300000000	p	Space Research (deep space) 	US262
US	Non-Federal-Government	32300000000	33000000000		-	5.548
US	Non-Federal-Government	32300000000	33000000000	p	Inter-Satellite	US278
US	Non-Federal-Government	32300000000	33000000000	p	Radionavigation	US69
US	Non-Federal-Government	33000000000	33400000000		-	US360
US	Non-Federal-Government	33000000000	33400000000	p	Radionavigation	US69
US	Non-Federal-Government	33400000000	34200000000		-	US360
US	Non-Federal-Government	33400000000	34200000000	s	Radiolocation	
US	Non-Federal-Government	34200000000	34700000000		-	US360
US	Non-Federal-Government	34200000000	34700000000	s	Radiolocation	
US	Non-Federal-Government	34200000000	34700000000	s	Space Research (deep space) 	US262
US	Non-Federal-Government	34700000000	35500000000		-	US360
US	Non-Federal-Government	34700000000	35500000000	s	Radiolocation	
US	Non-Federal-Government	35500000000	36000000000		-	US360
US	Non-Federal-Government	35500000000	36000000000	s	Earth Exploration-Satellite (active)	
US	Non-Federal-Government	35500000000	36000000000	s	Radiolocation	
US	Non-Federal-Government	35500000000	36000000000	s	Space Research (active)	
US	Non-Federal-Government	36000000000	37000000000		-	US263,US342
US	Non-Federal-Government	36000000000	37000000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	36000000000	37000000000	p	Fixed	
US	Non-Federal-Government	36000000000	37000000000	p	Mobile	
US	Non-Federal-Government	36000000000	37000000000	p	Space Research (passive)	
US	Non-Federal-Government	37000000000	37500000000	p	Fixed	
US	Non-Federal-Government	37000000000	37500000000	p	Mobile	
US	Non-Federal-Government	37500000000	38600000000	p	Fixed	
US	Non-Federal-Government	37500000000	38600000000	p	Fixed-Satellite (space-to-Earth)	
US	Non-Federal-Government	37500000000	38600000000	p	Mobile	
US	Non-Federal-Government	38600000000	39500000000	p	Fixed	
US	Non-Federal-Government	38600000000	39500000000	p	Fixed-Satellite (space-to-Earth)	
US	Non-Federal-Government	38600000000	39500000000	p	Mobile	NG175
US	Non-Federal-Government	39500000000	40000000000		-	US382
US	Non-Federal-Government	39500000000	40000000000	p	Fixed	
US	Non-Federal-Government	39500000000	40000000000	p	Fixed-Satellite (space-to-Earth)	
US	Non-Federal-Government	39500000000	40000000000	p	Mobile	NG175
US	Non-Federal-Government	40000000000	40500000000	p	Fixed-Satellite (space-to-Earth)	
US	Non-Federal-Government	40000000000	40500000000	p	Mobile-Satellite (space-to-Earth)	
US	Non-Federal-Government	40500000000	41000000000		-	US211
US	Non-Federal-Government	40500000000	41000000000	p	Broadcasting	
US	Non-Federal-Government	40500000000	41000000000	p	Broadcasting-Satellite	
US	Non-Federal-Government	40500000000	41000000000	s	Fixed	
US	Non-Federal-Government	40500000000	41000000000	p	Fixed-Satellite (space-to-Earth)	
US	Non-Federal-Government	40500000000	41000000000	s	Mobile	
US	Non-Federal-Government	40500000000	41000000000	s	Mobile-Satellite (space-to-Earth)	
US	Non-Federal-Government	41000000000	42000000000		-	US211
US	Non-Federal-Government	41000000000	42000000000	p	Broadcasting	
US	Non-Federal-Government	41000000000	42000000000	p	Broadcasting-Satellite	
US	Non-Federal-Government	41000000000	42000000000	p	Fixed	
US	Non-Federal-Government	41000000000	42000000000	p	Fixed-Satellite (space-to-Earth)	
US	Non-Federal-Government	41000000000	42000000000	p	Mobile	
US	Non-Federal-Government	42000000000	42500000000		-	US211
US	Non-Federal-Government	42000000000	42500000000	p	Broadcasting	
US	Non-Federal-Government	42000000000	42500000000	p	Broadcasting-Satellite	
US	Non-Federal-Government	42000000000	42500000000	p	Fixed	
US	Non-Federal-Government	42000000000	42500000000	p	Mobile	
US	Non-Federal-Government	42500000000	43500000000		-	US342
US	Non-Federal-Government	42500000000	43500000000	p	Radio Astronomy	
US	Non-Federal-Government	43500000000	45500000000		-	
US	Non-Federal-Government	45500000000	46900000000		-	5.554
US	Non-Federal-Government	45500000000	46900000000	p	Mobile	
US	Non-Federal-Government	45500000000	46900000000	p	Mobile-Satellite (Earth-to-space)	
US	Non-Federal-Government	45500000000	46900000000	p	Radionavigation-Satellite	
US	Non-Federal-Government	46900000000	47000000000		-	5.554
US	Non-Federal-Government	46900000000	47000000000	p	Fixed	
US	Non-Federal-Government	46900000000	47000000000	p	Mobile	
US	Non-Federal-Government	46900000000	47000000000	p	Mobile-Satellite (Earth-to-space)	
US	Non-Federal-Government	46900000000	47000000000	p	Radionavigation-Satellite	
US	Non-Federal-Government	47000000000	47200000000	p	Amateur	
US	Non-Federal-Government	47000000000	47200000000	p	Amateur-Satellite	
US	Non-Federal-Government	47200000000	48200000000	p	Fixed	
US	Non-Federal-Government	47200000000	48200000000	p	Fixed-Satellite (Earth-to-space) 	US297
US	Non-Federal-Government	47200000000	48200000000	p	Mobile	
US	Non-Federal-Government	48200000000	50200000000		-	5.555,US342
US	Non-Federal-Government	48200000000	50200000000	p	Fixed	
US	Non-Federal-Government	48200000000	50200000000	p	Fixed-Satellite (Earth-to-space) 	US297
US	Non-Federal-Government	48200000000	50200000000	p	Mobile	US264
US	Non-Federal-Government	50200000000	50400000000		-	US246
US	Non-Federal-Government	50200000000	50400000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	50200000000	50400000000	p	Space Research (passive)	
US	Non-Federal-Government	50400000000	51400000000	p	Fixed	
US	Non-Federal-Government	50400000000	51400000000	p	Fixed-Satellite (Earth-to-space)	
US	Non-Federal-Government	50400000000	51400000000	p	Mobile	
US	Non-Federal-Government	50400000000	51400000000	p	Mobile-Satellite (Earth-to-space)	
US	Non-Federal-Government	51400000000	52600000000	p	Fixed	
US	Non-Federal-Government	51400000000	52600000000	p	Mobile	
US	Non-Federal-Government	52600000000	54250000000		-	US246
US	Non-Federal-Government	52600000000	54250000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	52600000000	54250000000	p	Space Research (passive)	
US	Non-Federal-Government	54250000000	55780000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	54250000000	55780000000	p	Inter-Satellite	5.556A
US	Non-Federal-Government	54250000000	55780000000	p	Space Research (passive)	
US	Non-Federal-Government	55780000000	56900000000		-	US263,US353
US	Non-Federal-Government	55780000000	56900000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	55780000000	56900000000	p	Fixed	US379
US	Non-Federal-Government	55780000000	56900000000	p	Inter-Satellite	5.556A
US	Non-Federal-Government	55780000000	56900000000	p	Mobile	5.558
US	Non-Federal-Government	55780000000	56900000000	p	Space Research (passive)	
US	Non-Federal-Government	56900000000	57000000000		-	US263
US	Non-Federal-Government	56900000000	57000000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	56900000000	57000000000	p	Fixed	
US	Non-Federal-Government	56900000000	57000000000	p	Mobile	5.558
US	Non-Federal-Government	56900000000	57000000000	p	Space Research (passive)	
US	Non-Federal-Government	57000000000	58200000000		-	US263
US	Non-Federal-Government	57000000000	58200000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	57000000000	58200000000	p	Fixed	
US	Non-Federal-Government	57000000000	58200000000	p	Inter-Satellite	5.556A
US	Non-Federal-Government	57000000000	58200000000	p	Mobile	5.558
US	Non-Federal-Government	57000000000	58200000000	p	Space Research (passive)	
US	Non-Federal-Government	58200000000	59000000000		-	US353,US354
US	Non-Federal-Government	58200000000	59000000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	58200000000	59000000000	p	Fixed	
US	Non-Federal-Government	58200000000	59000000000	p	Mobile	
US	Non-Federal-Government	58200000000	59000000000	p	Space Research (passive)	
US	Non-Federal-Government	59000000000	59300000000		-	US353
US	Non-Federal-Government	59000000000	59300000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	59000000000	59300000000	p	Fixed	
US	Non-Federal-Government	59000000000	59300000000	p	Mobile	5.558
US	Non-Federal-Government	59000000000	59300000000	p	Radiolocation	5.559
US	Non-Federal-Government	59000000000	59300000000	p	Space Research (passive)	
US	Non-Federal-Government	59300000000	64000000000		-	5.138,US353
US	Non-Federal-Government	59300000000	64000000000	p	Fixed	
US	Non-Federal-Government	59300000000	64000000000	p	Mobile	5.558
US	Non-Federal-Government	59300000000	64000000000	p	Radiolocation	5.559
US	Non-Federal-Government	64000000000	65000000000	p	Fixed	
US	Non-Federal-Government	64000000000	65000000000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	65000000000	66000000000	p	Earth Exploration-Satellite	
US	Non-Federal-Government	65000000000	66000000000	p	Fixed	
US	Non-Federal-Government	65000000000	66000000000	p	Inter-Satellite	
US	Non-Federal-Government	65000000000	66000000000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	65000000000	66000000000	p	Space Research	
US	Non-Federal-Government	66000000000	71000000000		-	5.554
US	Non-Federal-Government	66000000000	71000000000	p	Inter-Satellite	
US	Non-Federal-Government	66000000000	71000000000	p	Mobile	5.553,5.558
US	Non-Federal-Government	66000000000	71000000000	p	Mobile-Satellite	
US	Non-Federal-Government	66000000000	71000000000	p	Radionavigation	
US	Non-Federal-Government	66000000000	71000000000	p	Radionavigation-Satellite	
US	Non-Federal-Government	71000000000	74000000000		-	US389
US	Non-Federal-Government	71000000000	74000000000	p	Fixed	
US	Non-Federal-Government	71000000000	74000000000	p	Fixed-Satellite (space-to-Earth)	
US	Non-Federal-Government	71000000000	74000000000	p	Mobile	
US	Non-Federal-Government	71000000000	74000000000	p	Mobile-Satellite (space-to-Earth)	
US	Non-Federal-Government	74000000000	76000000000		-	US389
US	Non-Federal-Government	74000000000	76000000000	p	Broadcasting	
US	Non-Federal-Government	74000000000	76000000000	p	Broadcasting-Satellite	
US	Non-Federal-Government	74000000000	76000000000	p	Fixed	
US	Non-Federal-Government	74000000000	76000000000	p	Fixed-Satellite (space-to-Earth)	
US	Non-Federal-Government	74000000000	76000000000	p	Mobile	
US	Non-Federal-Government	74000000000	76000000000	s	Space Research (space-to-Earth)	
US	Non-Federal-Government	76000000000	77000000000		-	US342
US	Non-Federal-Government	76000000000	77000000000	s	Amateur	
US	Non-Federal-Government	76000000000	77000000000	p	Radio Astronomy	
US	Non-Federal-Government	76000000000	77000000000	p	Radiolocation	
US	Non-Federal-Government	76000000000	77000000000	s	Space Research (space-to-Earth)	
US	Non-Federal-Government	77000000000	77500000000		-	US342
US	Non-Federal-Government	77000000000	77500000000	s	Amateur	
US	Non-Federal-Government	77000000000	77500000000	s	Amateur-Satellite	
US	Non-Federal-Government	77000000000	77500000000	p	Radio Astronomy	
US	Non-Federal-Government	77000000000	77500000000	p	Radiolocation	
US	Non-Federal-Government	77000000000	77500000000	s	Space Research (space-to-Earth)	
US	Non-Federal-Government	77500000000	78000000000		-	US342
US	Non-Federal-Government	77500000000	78000000000	p	Amateur	
US	Non-Federal-Government	77500000000	78000000000	p	Amateur-Satellite	
